style,color_name,size,upc_to_write,netsuite_item_id,match_method
727982,White,Medium,00091203054082,35440,option:name
727982,White,Large,00091203054099,35441,option:name
727982,White,X-Large,00091203054112,35442,option:name
727982,White,2X-Large,00091203054150,35443,option:name
840178,Black,Small,00091202709358,102280,option:name
840178,Black,Medium,00091202709372,102279,option:name
840178,Black,Large,00091202710330,35569,option:name
840178,Black,X-Large,00091202710347,102277,option:name
CJ1614,Black,Small,00194272728271,37919,option:name
CJ1614,Black,Medium,00194272728288,37920,option:name
CJ1614,Black,Large,00194272728295,37921,option:name
CJ1614,Black,X-Large,00194272728301,37922,option:name
CJ1614,Black,2X-Large,00194272728318,37923,option:name
CJ1614,Black,3X-Large,00194272728325,37924,option:name
CJ1614,Black,4X-Large,00194272728332,37925,option:name
CJ1614,White,Small,00194272728516,37938,option:name
CJ1614,White,Medium,00194272728523,37939,option:name
CJ1614,White,Large,00194272728530,37940,option:name
CJ1614,White,X-Large,00194272728547,37941,option:name
CJ1614,White,2X-Large,00194272728554,37942,option:name
CJ1614,White,3X-Large,00194272728561,37943,option:name
CJ1614,White,4X-Large,00194272728578,37944,option:name
CJ1614,Dark Grey Heather,Small,00193658530545,42170,option:name
CJ1614,Dark Grey Heather,Medium,00193658530552,42171,option:name
CJ1614,Dark Grey Heather,Large,00193658530569,42172,option:name
CJ1614,Dark Grey Heather,X-Large,00193658530576,42173,option:name
CJ1614,Dark Grey Heather,2X-Large,00193658530583,42174,option:name
CJ1614,Dark Grey Heather,3X-Large,00193658530590,42175,option:name
CJ1614,Dark Grey Heather,4X-Large,00193658530606,42176,option:name
CJ1614,Royal,Small,00194272728875,37932,option:name
CJ1614,Royal,Medium,00194272728882,37933,option:name
CJ1614,Royal,Large,00194272728899,37934,option:name
CJ1614,Royal,X-Large,00194272728905,37935,option:name
CJ1614,Royal,2X-Large,00194272728912,37936,option:name
CJ1614,Royal,3X-Large,00194272728929,37937,option:name
EB227,Black,4X-Large,00191265828000,105177,option:name
K542,Navy Heather,Small,00191265836142,52873,option:name
K542,Navy Heather,Medium,00191265836135,52874,option:name
K542,Navy Heather,Large,00191265836128,52875,option:name
K542,Navy Heather,X-Large,00191265836159,52876,option:name
K542,Navy Heather,2X-Large,00191265836098,52878,option:name
K542,Navy Heather,3X-Large,00191265836104,52877,option:name
S101SS,Black,Small,00194164829123,109445,option:name
S101SS,Black,Medium,00194164829130,109444,option:name
S101SS,Black,Large,00194164829147,109443,option:name
S101SS,Black,X-Large,00194164829154,109442,option:name
S101SS,Black,2X-Large,00194164829161,109441,option:name
S101SS,Black,3X-Large,00194164829178,109440,option:name
S101SS,Black,4X-Large,00194164829185,109439,option:name
S101SS,Charcoal Heather,Small,00194164829192,109438,option:heur
S101SS,Charcoal Heather,Medium,00194164829901,109437,option:heur
S101SS,Charcoal Heather,Large,00194164829918,109436,option:heur
S101SS,Charcoal Heather,X-Large,00194164829925,109435,option:heur
S101SS,Charcoal Heather,2X-Large,00194164829932,109434,option:heur
S101SS,Charcoal Heather,3X-Large,00194164829949,109433,option:heur
S101SS,Charcoal Heather,4X-Large,00194164829956,109432,option:heur
L131,Black,X-Small,00191265837354,51367,mainframe
L131,Black,Small,00191265837330,51367,option:name
L131,Black,Medium,00191265837323,51369,option:name
L131,Black,Large,00191265837316,51370,option:name
L131,Black,X-Large,00191265837347,51371,option:name
L131,Black,2X-Large,00191265837361,51372,option:name
L132,Black,X-Small,00191265837590,51390,mainframe
L132,Black,Small,00191265837576,51390,option:name
L132,Black,Medium,00191265837569,51392,option:name
L132,Black,Large,00191265837552,51393,option:name
L132,Black,X-Large,00191265837583,51394,option:name
L132,Black,2X-Large,00191265837606,51395,option:name
L132,Black,4X-Large,00191265837545,51396,option:name
DT6100,Royal Frost,X-Small,00191265822527,104907,option:heur
DT6100,Royal Frost,5X-Large,00197908133227,104908,option:heur
DT6104,Black,Small,00191265824262,104981,option:name
DT6104,Black,Medium,00191265824255,104980,option:name
DT6104,Black,Large,00191265824248,104979,option:name
DT6104,Grey Frost,2X-Large,00197908031219,104969,option:heur
DT6104,Grey Frost,Large,00197908031196,104971,option:heur
DT6104,Grey Frost,Medium,00197908031189,104972,option:heur
DT6104,Grey Frost,Small,00197908031172,104973,option:heur
DT6104,Grey Frost,X-Large,00197908031202,104970,option:heur
CTT104050,Black,Large Tall,00192776181165,104521,option:name
CTT104050,Black,X-Large Tall,00192776181226,104522,option:name
CTT104050,Black,2X-Large Tall,00192776181073,104519,option:name
CTT104050,Black,3X-Large Tall,00192776181103,104520,option:name
K810,Dark Green,Small,00191265851756,51045,option:name
K810,Dark Green,Medium,00191265851749,51046,option:name
K810,Dark Green,Large,00191265851732,51047,option:name
K810,Dark Green,X-Large,00191265851763,51048,option:name
K810,Dark Green,3X-Large,00191265851718,51050,option:name
K810,Dark Green,2X-Large,00191265851701,51049,option:name
W808,Regatta Blue,X-Small,00191265859288,80367,option:heur
W808,Regatta Blue,Small,00191265859264,80368,option:heur
W808,Regatta Blue,Medium,00191265859257,80369,option:heur
W808,Regatta Blue,Large,00191265859240,80370,option:heur
W808,Regatta Blue,X-Large,00191265859271,80371,option:heur
W808,Regatta Blue,3X-Large,00191265859226,80373,option:heur
W808,Regatta Blue,4X-Large,00191265859233,80374,option:heur
W808,Regatta Blue,2X-Large,00191265859219,80372,option:heur
NL5013,Black,Small,00841016159364,108438,option:name
NL5013,Black,Medium,00841016159371,108437,option:name
NL5013,Black,Large,00841016159388,108436,option:name
NL5013,Black,X-Large,00841016159395,108435,option:name
NL5013,Black,2X-Large,00841016159401,108434,option:name
NL9303,Maroon,Small,00841016164313,108511,option:name
NL9303,Natural,Small,00841016157315,108505,option:name
NL9303,White,Small,00841016157384,108517,option:name
NL9303,Maroon,Medium,00841016164320,108510,option:name
NL9303,Natural,Medium,00841016157322,108504,option:name
NL9303,White,Medium,00841016157391,108516,option:name
NL9303,Maroon,Large,00841016164337,108509,option:name
NL9303,Natural,Large,00841016157339,108503,option:name
NL9303,White,Large,00841016157407,108515,option:name
NL9303,Maroon,X-Large,00841016164344,108508,option:name
NL9303,Natural,X-Large,00841016157346,108502,option:name
NL9303,White,X-Large,00841016157414,108514,option:name
NL9303,Maroon,2X-Large,00841016164351,108507,option:name
NL9303,Natural,2X-Large,00841016157353,108501,option:name
NL9303,White,2X-Large,00841016157421,108513,option:name
NL9303,Maroon,3X-Large,00841016164368,108506,option:name
NL9303,White,3X-Large,00841016157438,108512,option:name
NE208,Black,One Size,00196313376656,63838,option:name
NE208,Scarlet,One Size,00196313300606,204051,option:name
NEA141,Black,X-Large,00191265887243,203111,mainframe
S700,Black,Small,00011919797646,170555,option:name
S700,Dark Green,Small,00011919797769,170552,option:name
S700,Maroon,Small,00011919798001,170548,option:name
S700,White,Small,00011919798421,170546,option:name
S700,Black,Medium,00011919797653,170532,option:name
S700,Dark Green,Medium,00011919797776,170540,option:name
S700,Maroon,Medium,00011919798018,170543,option:name
S700,White,Medium,00011919798438,170541,option:name
S700,Black,Large,00011919797660,170518,option:name
S700,Dark Green,Large,00011919797783,170528,option:name
S700,Maroon,Large,00011919798025,170522,option:name
S700,White,Large,00011919798445,170524,option:name
S700,Black,X-Large,00011919797677,170565,option:name
S700,Dark Green,X-Large,00011919797790,170567,option:name
S700,Maroon,X-Large,00011919798032,170569,option:name
S700,White,X-Large,00011919798452,170558,option:name
S700,Black,2X-Large,00011919797684,170498,option:name
S700,Dark Green,2X-Large,00011919797806,170495,option:name
S700,Maroon,2X-Large,00011919798049,170502,option:name
S700,White,2X-Large,00011919798469,170496,option:name
S700,Black,3X-Large,00011919797691,170511,option:name
S700,Dark Green,3X-Large,00011919797813,170512,option:name
S700,White,3X-Large,00011919798476,170507,option:name
S700,Orange,2X-Large,00011919798162,170503,option:name
S700,Orange,3X-Large,00011919798179,170516,option:name
S700,Orange,Large,00011919798148,170525,option:name
S700,Orange,Medium,00011919798131,170537,option:name
S700,Orange,Small,00011919798124,170545,option:name
S700,Orange,X-Large,00011919798155,170568,option:name
S800,Black,Small,00011919797387,170642,option:name
S800,Black,Medium,00011919797394,170637,option:name
S800,Black,Large,00011919798902,170625,option:name
S800,Black,X-Large,00011919798919,170646,option:name
S800,Black,2X-Large,00011919798926,170616,option:name
S800,Black,3X-Large,00011919798933,170624,option:name
S6000,Black,Small,00011919796540,73663,option:name
S6000,Maroon,Small,00011919796908,73681,option:name
S6000,Navy,Small,00011919796960,73687,option:name
S6000,Silver Grey,Small,00011919797264,76640,option:name
S6000,White,Small,00011919797325,73712,option:name
S6000,Black,Medium,00011919796557,73664,option:name
S6000,Maroon,Medium,00011919796915,73682,option:name
S6000,Navy,Medium,00011919796977,73688,option:name
S6000,Silver Grey,Medium,00011919797271,76641,option:name
S6000,White,Medium,00011919797332,73713,option:name
S6000,Black,Large,00011919796564,73665,option:name
S6000,Maroon,Large,00011919796922,73683,option:name
S6000,Navy,Large,00011919796984,73689,option:name
S6000,Silver Grey,Large,00011919797288,76642,option:name
S6000,White,Large,00011919797349,73714,option:name
S6000,Black,X-Large,00011919796571,73666,option:name
S6000,Maroon,X-Large,00011919796939,73684,option:name
S6000,Navy,X-Large,00011919796991,73690,option:name
S6000,Silver Grey,X-Large,00011919797295,76643,option:name
S6000,White,X-Large,00011919797356,73715,option:name
S6000,Black,2X-Large,00011919796588,73667,option:name
S6000,Maroon,2X-Large,00011919796946,73685,option:name
S6000,Navy,2X-Large,00011919797004,73691,option:name
S6000,Silver Grey,2X-Large,00011919797301,76644,option:name
S6000,White,2X-Large,00011919797363,73716,option:name
S6000,Black,3X-Large,00011919796595,73668,option:name
S6000,Maroon,3X-Large,00011919796953,73686,option:name
S6000,Navy,3X-Large,00011919797011,73692,option:name
S6000,Silver Grey,3X-Large,00011919797318,76645,option:name
S6000,White,3X-Large,00011919797370,73717,option:name
S6000,Sand,2X-Large,00194959712777,73710,option:name
S6000,Sand,3X-Large,00194959712784,73711,option:name
S6000,Sand,Large,00194959712753,73708,option:name
S6000,Sand,Medium,00194959712746,73707,option:name
S6000,Sand,Small,00194959712739,73706,option:name
S6000,Sand,X-Large,00194959712760,73709,option:name
S6000,Dark Green,2X-Large,00011919796700,73679,option:name
S6000,Dark Green,3X-Large,00011919796717,73680,option:name
S6000,Dark Green,Large,00011919796687,73677,option:name
S6000,Dark Green,Medium,00011919796670,73676,option:name
S6000,Dark Green,Small,00011919796663,73675,option:name
S6000,Dark Green,X-Large,00011919796694,73678,option:name
F906,Graphite,Small,00191265889971,52421,option:name
F906,Graphite,Medium,00191265889988,52422,option:name
F906,Graphite,Large,00191265889995,52423,option:name
F906,Graphite,X-Large,00191265890007,52424,option:name
F906,Graphite,2X-Large,00191265890014,52425,option:name
F906,Graphite,3X-Large,00191265890021,52426,option:name
L906,Graphite,X-Small,00191265891806,57503,option:name
L906,Graphite,Small,00191265891813,57504,option:name
L906,Graphite,Medium,00191265891820,57505,option:name
L906,Graphite,Large,00191265891837,57506,option:name
L906,Graphite,X-Large,00191265891844,57507,option:name
L906,Graphite,2X-Large,00191265891851,57508,option:name
L906,Graphite,3X-Large,00191265891868,57509,option:name
TM1MU411,Black,Small,00190388322853,110377,option:name
TM1MU411,Blue Nights,Small,00190388322914,110354,option:heur
TM1MU411,Classic Blue,Small,00190388322976,110359,option:heur
TM1MU411,White,Small,00190388323096,110364,option:name
TM1MU411,Blue Nights,Medium,00190388322907,110353,option:heur
TM1MU411,White,Large,00190388323072,110363,option:name
TM1MU411,Blue Nights,X-Large,00190388322921,110352,option:heur
TM1MU411,White,X-Large,00190388323102,110362,option:name
TM1MU411,Blue Nights,2X-Large,00190388322877,110351,option:heur
TM1MU411,White,2X-Large,00190388323058,110361,option:name
TM1MU411,Blue Nights,3X-Large,00190388322884,110350,option:heur
TM1MU411,White,3X-Large,00190388323065,110360,option:name
CT104293,Carhartt Brown,Small,00192776837963,104327,option:heur
CT104293,Carhartt Brown,Medium,00192776837932,104326,option:heur
CT104293,Carhartt Brown,Large,00192776837901,104325,option:heur
CT104293,Carhartt Brown,X-Large,00192776837994,104324,option:heur
CT104293,Carhartt Brown,2X-Large,00192776837819,104323,option:heur
CT104293,Carhartt Brown,3X-Large,00192776837840,104322,option:heur
CT104293,Carhartt Brown,4X-Large,00192776837871,104321,option:heur
CT104277,Black,Small,00192776507873,104319,option:name
CT104277,Carhartt Brown,Small,00192776487045,104303,option:heur
CT104277,Black,Medium,00192776507842,104318,option:name
CT104277,Carhartt Brown,Medium,00192776487014,104302,option:heur
CT104277,Black,Large,00192776507811,104317,option:name
CT104277,Carhartt Brown,Large,00192776486987,104301,option:heur
CT104277,Black,X-Large,00192776507903,104316,option:name
CT104277,Carhartt Brown,X-Large,00192776487076,104300,option:heur
CT104277,Black,2X-Large,00192776507699,104315,option:name
CT104277,Carhartt Brown,2X-Large,00192776486864,104299,option:heur
CT104277,Black,3X-Large,00192776507729,104314,option:name
CT104277,Carhartt Brown,3X-Large,00192776486895,104298,option:heur
CT104277,Black,4X-Large,00192776507750,104313,option:name
CT104277,Carhartt Brown,4X-Large,00192776486925,104297,option:heur
CT104277,Black,5X-Large,00192776507781,104312,option:name
CT104277,Carhartt Brown,5X-Large,00192776486956,104296,option:heur
CTK288,Black,Small,00035481657603,38810,option:name
CTK288,Carhartt Brown,Small,00192776845647,41959,option:heur
CTK288,Black,Medium,00035481657610,38811,option:name
CTK288,Carhartt Brown,Medium,00192776845616,41960,option:heur
CTK288,Black,Large,00035481657627,38812,option:name
CTK288,Carhartt Brown,Large,00192776845586,41961,option:heur
CTK288,Black,X-Large,00035481657634,38813,option:name
CTK288,Carhartt Brown,X-Large,00192776845678,41962,option:heur
CTK288,Black,2X-Large,00035481657641,38814,option:name
CTK288,Carhartt Brown,2X-Large,00192776845739,41963,option:heur
CTK288,Black,3X-Large,00035481657658,38815,option:name
CTK288,Carhartt Brown,3X-Large,00192776845494,41964,option:heur
CTK288,Black,4X-Large,00035481657665,38816,option:name
CTK288,Carhartt Brown,4X-Large,00192776845524,41965,option:heur
CTK288,Black,5X-Large,00035481657672,38817,option:name
CTK288,Carhartt Brown,5X-Large,00192776845555,41966,option:heur
NKDC2115,Black,X-Small,00195239799525,108190,option:name
NKDC2115,Black,Small,00195239799532,108197,option:name
NKDC2115,Black,Medium,00195239799556,108196,option:name
